Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
1890-04-21,71,42,0,0,M
1890-04-22,63,54,0.26,0,M
1890-04-23,54,42,0.06,0,M
1890-04-24,53,33,0,0,M
1890-04-25,60,35,0,0,M
1890-04-26,58,38,0,0,M
1890-04-27,65,35,0,0,M
1890-04-28,71,52,0,0,M
1890-04-29,69,37,0,0,M
1890-04-30,64,49,0,0,M
1890-05-01,57,35,0,0,M
1890-05-02,79,36,0,0,M
1890-05-03,52,40,T,0,M
1890-05-04,40,27,0.2,2,M
1890-05-05,49,28,0.05,T,M
1890-05-06,53,37,0.04,0,M
1890-05-07,59,33,0,0,M
1890-05-08,72,46,T,0,M
1890-05-09,61,46,0,0,M
1890-05-10,63,37,0,0,M
1890-05-11,64,39,T,0,M
1890-05-12,54,47,T,0,M
1890-05-13,62,39,0,0,M
1890-05-14,56,34,0,0,M
1890-05-15,52,34,T,0,M
1890-05-16,62,31,T,0,M
1890-05-17,46,32,0.21,T,M
1890-05-18,45,35,0.23,0,M
1890-05-19,55,39,T,0,M
1890-05-20,62,39,0.06,0,M
1890-05-21,64,50,0.62,0,M
1890-05-22,62,48,0.45,0,M
1890-05-23,75,49,0,0,M
1890-05-24,67,52,0.73,0,M
1890-05-25,59,46,0.2,0,M
1890-05-26,66,41,0,0,M
1890-05-27,69,43,0.12,0,M
1890-05-28,86,57,0.01,0,M
1890-05-29,83,64,0.24,0,M
1890-05-30,83,60,0.5,0,M
1890-05-31,79,60,0,0,M
1890-06-01,80,61,0,0,M
1890-06-02,77,60,0.66,0,M
1890-06-03,75,60,0,0,M
1890-06-04,70,62,0.78,0,M
1890-06-05,62,57,0.28,0,M
1890-06-06,70,52,T,0,M
1890-06-07,75,51,0,0,M
1890-06-08,80,53,0,0,M
1890-06-09,75,58,0.04,0,M
1890-06-10,66,54,0.17,0,M
1890-06-11,77,58,0.04,0,M
1890-06-12,76,59,0,0,M
1890-06-13,76,61,T,0,M
1890-06-14,68,63,0.69,0,M
1890-06-15,81,52,0,0,M
1890-06-16,76,61,0.88,0,M
1890-06-17,78,58,0,0,M
1890-06-18,73,62,0.46,0,M
1890-06-19,79,62,0.02,0,M
1890-06-20,72,63,0.01,0,M
1890-06-21,79,58,0.23,0,M
1890-06-22,85,64,0,0,M
1890-06-23,75,68,0.03,0,M
1890-06-24,89,65,0.4,0,M
1890-06-25,92,70,0.05,0,M
1890-06-26,90,74,0,0,M
1890-06-27,94,73,0,0,M
1890-06-28,88,68,0.27,0,M
1890-06-29,81,72,0.24,0,M
1890-06-30,80,66,0.04,0,M
1890-07-01,81,63,T,0,M
1890-07-02,86,64,0.03,0,M
1890-07-03,72,65,0.02,0,M
1890-07-04,75,51,0,0,M
1890-07-05,73,56,0.12,0,M
1890-07-06,87,63,0,0,M
1890-07-07,91,74,0,0,M
1890-07-08,78,64,0,0,M
1890-07-09,74,53,0,0,M
1890-07-10,78,61,0,0,M
1890-07-11,76,65,0.11,0,M
1890-07-12,88,60,0,0,M
1890-07-13,90,69,0.55,0,M
1890-07-14,84,65,0.53,0,M
1890-07-15,80,60,0,0,M
1890-07-16,86,60,T,0,M
1890-07-17,74,64,0.1,0,M
1890-07-18,78,59,0,0,M
1890-07-19,80,60,0,0,M
1890-07-20,78,65,0.01,0,M
1890-07-21,75,65,0.02,0,M
1890-07-22,71,65,T,0,M
1890-07-23,79,64,0.01,0,M
1890-07-24,76,57,0.07,0,M
1890-07-25,82,56,0.29,0,M
1890-07-26,87,58,0,0,M
1890-07-27,90,62,0,0,M
1890-07-28,92,66,0,0,M
1890-07-29,84,67,0,0,M
1890-07-30,94,72,0.01,0,M
1890-07-31,83,62,0,0,M
1890-08-01,86,59,0,0,M
1890-08-02,92,75,0.13,0,M
1890-08-03,84,63,0.03,0,M
1890-08-04,75,52,0,0,M
1890-08-05,82,53,0,0,M
1890-08-06,85,66,0.03,0,M
1890-08-07,91,63,0,0,M
1890-08-08,81,66,0.14,0,M
1890-08-09,74,58,0,0,M
1890-08-10,76,51,0,0,M
1890-08-11,76,51,T,0,M
1890-08-12,64,59,0.23,0,M
1890-08-13,79,61,0,0,M
1890-08-14,79,60,0,0,M
1890-08-15,88,55,0,0,M
1890-08-16,71,60,0.35,0,M
1890-08-17,69,45,T,0,M
1890-08-18,61,56,0.41,0,M
1890-08-19,71,46,0,0,M
1890-08-20,67,52,0,0,M
1890-08-21,67,49,T,0,M
1890-08-22,67,43,0,0,M
1890-08-23,57,46,0.61,0,M
1890-08-24,66,52,0.06,0,M
1890-08-25,76,55,0.02,0,M
1890-08-26,70,54,0.03,0,M
1890-08-27,72,52,0,0,M
1890-08-28,69,56,0.16,0,M
1890-08-29,74,50,0,0,M
1890-08-30,75,48,0,0,M
1890-08-31,81,52,0,0,M
1890-09-01,80,64,0.23,0,M
1890-09-02,82,64,0,0,M
1890-09-03,79,66,0.43,0,M
1890-09-04,78,51,0,0,M
1890-09-05,80,54,0,0,M
1890-09-06,84,63,0.28,0,M
1890-09-07,64,47,0.3,0,M
1890-09-08,73,48,0,0,M
1890-09-09,74,50,0,0,M
1890-09-10,73,50,0,0,M
1890-09-11,75,51,0,0,M
1890-09-12,64,44,0.08,0,M
1890-09-13,63,33,0,0,M
1890-09-14,60,52,T,0,M
1890-09-15,55,45,0.46,0,M
1890-09-16,60,39,0,0,M
1890-09-17,74,48,0.5,0,M
1890-09-18,76,62,0.4,0,M
1890-09-19,62,43,0.02,0,M
1890-09-20,62,40,0.03,0,M
1890-09-21,61,46,0,0,M
1890-09-22,69,38,0,0,M
1890-09-23,69,48,0,0,M
1890-09-24,63,44,0,0,M
1890-09-25,64,44,0,0,M
1890-09-26,65,48,0,0,M
1890-09-27,56,32,0,0,M
1890-09-28,63,31,0,0,M
1890-09-29,70,38,0,0,M
1890-09-30,71,42,0,0,M
1890-10-01,71,44,0,0,M
1890-10-02,58,48,0.05,0,M
1890-10-03,65,50,0,0,M
1890-10-04,66,49,0.02,0,M
1890-10-05,64,49,0,0,M
1890-10-06,61,49,T,0,M
1890-10-07,62,47,0.04,0,M
1890-10-08,59,47,0.14,0,M
1890-10-09,61,48,T,0,M
1890-10-10,52,42,0,0,M
1890-10-11,49,43,0.28,0,M
1890-10-12,52,46,0.4,0,M
1890-10-13,56,43,1.52,0,M
1890-10-14,51,38,0.01,0,M
1890-10-15,54,35,0,0,M
1890-10-16,56,31,T,0,M
1890-10-17,53,32,0,0,M
1890-10-18,45,41,0.11,0,M
1890-10-19,49,33,0,0,M
1890-10-20,51,35,0,0,M
1890-10-21,56,34,0,0,M
1890-10-22,60,40,0,0,M
1890-10-23,61,41,0,0,M
1890-10-24,44,34,0.01,0,M
1890-10-25,43,37,0.16,0,M
1890-10-26,47,31,T,0,M
1890-10-27,50,31,0,0,M
1890-10-28,44,38,0.05,0,M
1890-10-29,38,30,T,T,M
1890-10-30,39,32,0,0,M
1890-10-31,36,22,T,T,M
1890-11-01,52,32,0,0,M
1890-11-02,36,32,T,T,M
1890-11-03,54,25,T,T,M
1890-11-04,49,30,0,0,M
1890-11-05,56,39,0,0,M
1890-11-06,39,31,0,0,M
1890-11-07,32,23,0,0,M
1890-11-08,28,16,0.18,2,M
1890-11-09,31,23,0.18,2.1,M
1890-11-10,31,9,0,0,M
1890-11-11,38,22,0,0,M
1890-11-12,41,24,0,0,M
1890-11-13,45,26,0,0,M
1890-11-14,44,31,0,0,M
1890-11-15,44,31,0,0,M
1890-11-16,41,25,0,0,M
1890-11-17,51,34,0.02,0,M
1890-11-18,50,37,0,0,M
1890-11-19,52,30,0,0,M
1890-11-20,59,33,0,0,M
1890-11-21,51,36,0,0,M
1890-11-22,50,24,0,0,M
1890-11-23,47,30,0,0,M
1890-11-24,52,31,0,0,M
1890-11-25,33,27,0,0,M
1890-11-26,41,23,0,0,M
1890-11-27,37,22,0,0,M
1890-11-28,44,26,0,0,M
1890-11-29,51,30,0,0,M
1890-11-30,30,27,T,T,M
1890-12-01,27,17,0.01,0.1,M
1890-12-02,17,4,0,0,M
1890-12-03,20,11,0.01,0.1,M
1890-12-04,12,1,0.04,0.7,M
1890-12-05,17,6,0.02,T,M
1890-12-06,22,6,0,0,M
1890-12-07,21,-3,0,0,M
1890-12-08,32,1,0,0,M
1890-12-09,37,19,0,0,M
1890-12-10,45,28,0,0,M
1890-12-11,32,24,0,0,M
1890-12-12,28,12,0,0,M
1890-12-13,42,19,0,0,M
1890-12-14,43,21,0,0,M
1890-12-15,41,25,0,0,M
1890-12-16,32,27,0.01,0.1,M
1890-12-17,43,13,0,0,M
1890-12-18,46,24,0,0,M
1890-12-19,36,26,0,0,M
1890-12-20,49,31,0,0,M
1890-12-21,42,29,0,0,M
1890-12-22,53,29,0,0,M
1890-12-23,29,6,0,0,M
1890-12-24,12,5,T,T,M
1890-12-25,19,3,T,T,M
1890-12-26,36,18,T,T,M
1890-12-27,20,6,0,0,M
1890-12-28,40,9,0,0,M
1890-12-29,35,19,0,0,M
1890-12-30,44,26,0,0,M
1890-12-31,46,34,0.01,0,M
1891-01-01,34,24,0.39,0.7,M
1891-01-02,24,5,0,0,M
1891-01-03,27,12,0,0,M
1891-01-04,30,12,0,0,M
1891-01-05,21,10,0,0,M
1891-01-06,24,7,T,T,M
1891-01-07,27,11,0,0,M
1891-01-08,26,10,0,0,M
1891-01-09,24,12,0,0,M
1891-01-10,24,13,0,0,M
1891-01-11,29,20,T,T,M
1891-01-12,20,7,0,0,M
1891-01-13,42,3,0,0,M
1891-01-14,14,1,0,0,M
1891-01-15,17,5,0,0,M
1891-01-16,23,-2,0,0,M
1891-01-17,31,11,0,0,M
1891-01-18,43,23,0,0,M
1891-01-19,42,20,0,0,M
1891-01-20,46,30,0,0,M
1891-01-21,33,30,T,T,M
1891-01-22,30,23,T,T,M
1891-01-23,23,16,0.01,0.1,M
1891-01-24,35,4,T,0,M
1891-01-25,29,23,T,T,M
1891-01-26,31,15,0.01,T,M
1891-01-27,35,19,T,T,M
1891-01-28,29,23,0.22,2.9,M
1891-01-29,30,25,0.2,1.7,M
1891-01-30,29,6,0,0,M
1891-01-31,34,17,0.18,2.3,M
1891-02-01,17,-6,0.04,0.1,M
1891-02-02,0,-8,0.06,0.7,M
1891-02-03,-1,-19,0,0,M
1891-02-04,13,-25,0,0,M
1891-02-05,25,3,0,0,M
1891-02-06,29,6,0,0,M
1891-02-07,30,8,0,0,M
1891-02-08,30,19,0.18,3.5,M
1891-02-09,19,9,0.24,1.5,M
1891-02-10,15,-14,0,0,M
1891-02-11,28,2,0,0,M
1891-02-12,31,9,0,0,M
1891-02-13,27,5,0,0,M
1891-02-14,44,12,0,0,M
1891-02-15,43,24,0,0,M
1891-02-16,24,5,0.08,1,M
1891-02-17,14,6,0.23,2,M
1891-02-18,14,-8,0,0,M
1891-02-19,25,6,0.02,0.2,M
1891-02-20,32,21,0.2,1.9,M
1891-02-21,21,5,0,0,M
1891-02-22,8,-11,0.1,1.2,M
1891-02-23,41,8,0.02,0.2,M
1891-02-24,40,18,0.01,0,M
1891-02-25,18,0,0,0,M
1891-02-26,16,-7,0,0,M
1891-02-27,10,-5,0,0,M
1891-02-28,4,-19,0,0,M
1891-03-01,17,-9,T,0.2,M
1891-03-02,23,13,0.04,0.8,M
1891-03-03,20,15,0.13,1,M
1891-03-04,17,0,T,T,M
1891-03-05,22,-6,0,0,M
1891-03-06,28,17,0.01,0.1,M
1891-03-07,28,19,T,T,M
1891-03-08,23,21,0.29,2.8,M
1891-03-09,21,2,T,T,M
1891-03-10,34,4,T,T,M
1891-03-11,25,11,T,T,M
1891-03-12,22,6,0.01,0.1,M
1891-03-13,16,-4,0,0,M
1891-03-14,17,-4,0,0,M
1891-03-15,36,9,0,0,M
1891-03-16,23,2,0,0,M
1891-03-17,34,22,T,T,M
1891-03-18,35,21,0,0,M
1891-03-19,32,12,0,0,M
1891-03-20,39,16,0,0,M
1891-03-21,41,31,0.03,0.3,M
1891-03-22,36,30,0.04,0.2,M
1891-03-23,34,30,0.02,0,M
1891-03-24,37,24,0,0,M
1891-03-25,41,26,0,0,M
1891-03-26,42,29,0,0,M
1891-03-27,48,35,0,0,M
1891-03-28,41,28,0,0,M
1891-03-29,48,35,T,0,M
1891-03-30,38,33,0.23,T,M
1891-03-31,40,32,0.14,T,M
1891-04-01,45,33,0.03,T,M
1891-04-02,39,30,T,T,M
1891-04-03,30,13,0.02,0.2,M
1891-04-04,37,16,0,0,M
1891-04-05,53,28,0,0,M
1891-04-06,46,32,0,0,M
1891-04-07,48,28,0,0,M
1891-04-08,50,32,0,0,M
1891-04-09,38,34,0.57,2,M
1891-04-10,37,33,0.45,1,M
1891-04-11,56,31,0,0,M
1891-04-12,64,34,0,0,M
1891-04-13,56,49,0.06,0,M
1891-04-14,56,33,0,0,M
1891-04-15,59,29,0,0,M
1891-04-16,63,39,0,0,M
1891-04-17,65,54,0.01,0,M
1891-04-18,54,48,0,0,M
1891-04-19,66,39,0,0,M
1891-04-20,57,50,0.22,0,M
1891-04-21,64,52,0.33,0,M
1891-04-22,62,50,0,0,M
1891-04-23,69,44,0,0,M
1891-04-24,74,45,0,0,M
1891-04-25,78,51,0,0,M
1891-04-26,81,52,0,0,M
1891-04-27,67,44,0.02,0,M
1891-04-28,70,38,0,0,M
1891-04-29,83,51,0,0,M
1891-04-30,64,48,0,0,M
1891-05-01,63,41,0,0,M
1891-05-02,60,34,0,0,M
1891-05-03,56,40,T,0,M
1891-05-04,55,30,0,0,M
1891-05-05,55,28,0,0,M
1891-05-06,65,35,0,0,M
1891-05-07,77,43,0,0,M
1891-05-08,84,54,0,0,M
1891-05-09,79,55,0,0,M
1891-05-10,65,37,0,0,M
1891-05-11,68,44,0,0,M
1891-05-12,74,43,0,0,M
1891-05-13,77,49,0,0,M
1891-05-14,82,49,0,0,M
1891-05-15,76,56,T,0,M
1891-05-16,64,41,0,0,M
1891-05-17,74,45,0,0,M
1891-05-18,79,51,0,0,M
1891-05-19,74,54,0.06,0,M
1891-05-20,75,60,0.16,0,M
1891-05-21,73,46,0,0,M
1891-05-22,64,48,0,0,M
1891-05-23,70,46,0,0,M
1891-05-24,66,53,0.02,0,M
1891-05-25,62,38,0,0,M
1891-05-26,75,44,0,0,M
1891-05-27,74,51,0,0,M
1891-05-28,76,49,0,0,M
1891-05-29,77,53,0.1,0,M
1891-05-30,80,62,0,0,M
1891-05-31,78,59,0.93,0,M
1891-06-01,74,55,0,0,M
1891-06-02,72,51,0.12,0,M
1891-06-03,69,44,T,0,M
1891-06-04,58,39,0,0,M
1891-06-05,62,46,T,0,M
1891-06-06,71,49,0,0,M
1891-06-07,72,50,0,0,M
1891-06-08,72,50,0,0,M
1891-06-09,76,58,0,0,M
1891-06-10,73,62,0.3,0,M
1891-06-11,78,52,0,0,M
1891-06-12,78,58,0,0,M
1891-06-13,87,65,0.09,0,M
1891-06-14,82,69,0.09,0,M
1891-06-15,89,67,0.5,0,M
1891-06-16,79,60,0.09,0,M
1891-06-17,61,52,0.35,0,M
1891-06-18,66,53,0,0,M
1891-06-19,77,60,0,0,M
1891-06-20,77,63,0,0,M
1891-06-21,78,63,0.05,0,M
1891-06-22,84,59,0,0,M
1891-06-23,82,62,0,0,M
1891-06-24,79,64,0.49,0,M
1891-06-25,81,65,0.02,0,M
1891-06-26,80,64,0,0,M
1891-06-27,80,63,1.26,0,M
1891-06-28,80,65,0.03,0,M
1891-06-29,71,55,T,0,M
1891-06-30,65,53,0.05,0,M
1891-07-01,66,50,0.01,0,M
1891-07-02,75,56,0,0,M
1891-07-03,79,55,0,0,M
1891-07-04,75,56,0,0,M
1891-07-05,77,56,0,0,M
1891-07-06,74,55,1.95,0,M
1891-07-07,69,44,0.02,0,M
1891-07-08,75,53,0,0,M
1891-07-09,74,54,0,0,M
1891-07-10,73,57,0,0,M
1891-07-11,80,61,0.16,0,M
1891-07-12,78,67,0.01,0,M
1891-07-13,81,66,0,0,M
1891-07-14,73,59,0,0,M
1891-07-15,81,58,0,0,M
1891-07-16,80,58,0.09,0,M
1891-07-17,78,61,0.05,0,M
1891-07-18,75,55,T,0,M
1891-07-19,75,58,0,0,M
1891-07-20,79,54,0,0,M
1891-07-21,82,63,0.01,0,M
1891-07-22,83,66,0.06,0,M
1891-07-23,75,57,0.36,0,M
1891-07-24,67,49,0,0,M
1891-07-25,74,50,0,0,M
1891-07-26,74,50,0,0,M
1891-07-27,80,52,0,0,M
1891-07-28,76,61,0.24,0,M
1891-07-29,81,55,0.02,0,M
1891-07-30,78,52,0.01,0,M
1891-07-31,84,59,0,0,M
1891-08-01,76,64,T,0,M
1891-08-02,76,51,0,0,M
1891-08-03,81,56,0,0,M
1891-08-04,79,60,0.15,0,M
1891-08-05,86,65,0,0,M
1891-08-06,89,64,0,0,M
1891-08-07,94,69,0,0,M
1891-08-08,94,74,0,0,M
1891-08-09,89,70,0,0,M
1891-08-10,86,62,0.02,0,M
1891-08-11,82,60,0.04,0,M
1891-08-12,76,51,0,0,M
1891-08-13,81,60,0.17,0,M
1891-08-14,80,59,0.1,0,M
1891-08-15,85,58,0,0,M
1891-08-16,84,66,0.04,0,M
1891-08-17,87,60,0,0,M
1891-08-18,91,64,0,0,M
1891-08-19,90,63,T,0,M
1891-08-20,78,66,2.23,0,M
1891-08-21,71,57,0.01,0,M
1891-08-22,60,46,0.06,0,M
1891-08-23,65,42,0,0,M
1891-08-24,69,44,0,0,M
1891-08-25,73,53,T,0,M
1891-08-26,69,53,0,0,M
1891-08-27,68,47,0,0,M
1891-08-28,74,44,0,0,M
1891-08-29,71,56,0.36,0,M
1891-08-30,69,51,T,0,M
1891-08-31,74,49,0,0,M
1891-09-01,78,53,T,0,M
1891-09-02,74,54,0.05,0,M
1891-09-03,68,43,0,0,M
1891-09-04,68,44,0,0,M
1891-09-05,78,53,0.01,0,M
1891-09-06,71,50,0,0,M
1891-09-07,73,52,0,0,M
1891-09-08,75,45,0,0,M
1891-09-09,76,50,0,0,M
1891-09-10,77,60,T,0,M
1891-09-11,80,57,0.01,0,M
1891-09-12,77,53,0.01,0,M
1891-09-13,70,48,0,0,M
1891-09-14,89,53,T,0,M
1891-09-15,81,51,0,0,M
1891-09-16,92,64,0,0,M
1891-09-17,90,73,0,0,M
1891-09-18,93,64,0,0,M
1891-09-19,89,72,0,0,M
1891-09-20,89,67,0,0,M
1891-09-21,90,66,0,0,M
1891-09-22,91,66,0,0,M
1891-09-23,90,69,0,0,M
1891-09-24,85,64,0,0,M
1891-09-25,74,56,0,0,M
1891-09-26,79,55,T,0,M
1891-09-27,75,64,0.46,0,M
1891-09-28,67,52,1.21,0,M
1891-09-29,62,43,0,0,M
1891-09-30,71,48,0,0,M
1891-10-01,73,60,0.22,0,M
1891-10-02,74,54,0.15,0,M
1891-10-03,55,44,0.66,0,M
1891-10-04,56,41,0.01,0,M
1891-10-05,54,38,0,0,M
1891-10-06,51,39,T,0,M
1891-10-07,53,33,0,0,M
1891-10-08,56,39,0,0,M
1891-10-09,61,35,0,0,M
1891-10-10,67,37,0,0,M
1891-10-11,54,43,T,0,M
1891-10-12,60,46,T,0,M
1891-10-13,57,43,0.55,0,M
1891-10-14,48,38,0.04,0,M
1891-10-15,51,37,0,0,M
1891-10-16,62,36,0.04,0,M
1891-10-17,65,49,0,0,M
1891-10-18,55,41,0,0,M
1891-10-19,53,33,0,0,M
1891-10-20,61,36,0,0,M
1891-10-21,54,36,0,0,M
1891-10-22,55,29,0,0,M
1891-10-23,67,40,0,0,M
1891-10-24,70,47,T,0,M
1891-10-25,73,43,0,0,M
1891-10-26,66,41,0,0,M
1891-10-27,50,31,0,0,M
1891-10-28,62,37,0,0,M
1891-10-29,70,42,0,0,M
1891-10-30,64,50,0,0,M
1891-10-31,57,32,0,0,M
1891-11-01,37,25,0,0,M
1891-11-02,44,22,0,0,M
1891-11-03,43,35,0,0,M
1891-11-04,60,41,0,0,M
1891-11-05,48,35,0,0,M
1891-11-06,59,38,0,0,M
1891-11-07,57,39,0,0,M
1891-11-08,54,32,T,0,M
1891-11-09,54,28,0,0,M
1891-11-10,53,32,0,0,M
1891-11-11,46,31,0.12,1.5,M
1891-11-12,37,24,0.01,0,M
1891-11-13,34,19,0,0,M
1891-11-14,32,17,0,0,M
1891-11-15,37,26,0.37,3.5,M
1891-11-16,33,8,0,0,M
1891-11-17,19,0,0,0,M
1891-11-18,31,-4,0,0,M
1891-11-19,45,28,0,0,M
1891-11-20,34,13,0,0,M
1891-11-21,47,32,0.29,3,M
1891-11-22,38,29,0,0,M
1891-11-23,36,19,0.02,0.2,M
1891-11-24,25,6,T,T,M
1891-11-25,20,3,0.05,0.5,M
1891-11-26,27,13,T,T,M
1891-11-27,15,4,0.01,0.1,M
1891-11-28,14,-8,0,0,M
1891-11-29,16,-13,0,0,M
1891-11-30,36,11,0,0,M
1891-12-01,41,33,0,0,M
1891-12-02,48,31,0,0,M
1891-12-03,48,38,0.43,0,M
1891-12-04,39,15,0.26,2,M
1891-12-05,31,16,T,T,M
1891-12-06,26,11,0,0,M
1891-12-07,29,9,0,0,M
1891-12-08,44,28,0,0,M
1891-12-09,42,31,0,0,M
1891-12-10,48,31,0,0,M
1891-12-11,40,26,0,0,M
1891-12-12,49,31,0,0,M
1891-12-13,53,35,0.07,0,M
1891-12-14,47,38,1.5,0,M
1891-12-15,38,32,0.07,0,M
1891-12-16,32,15,0,0,M
1891-12-17,31,11,0,0,M
1891-12-18,41,25,0,0,M
1891-12-19,36,25,0,0,M
1891-12-20,39,29,0,0,M
1891-12-21,46,36,0.24,0,M
1891-12-22,42,27,0.24,0,M
1891-12-23,33,23,0,0,M
1891-12-24,35,30,T,T,M
1891-12-25,34,12,0.2,2,M
1891-12-26,14,-6,0.02,0.3,M
1891-12-27,24,-4,0,0,M
1891-12-28,38,22,0.13,1.5,M
1891-12-29,31,9,0,0,M
1891-12-30,33,4,0,0,M
1891-12-31,41,32,0,0,M
1892-01-01,41,7,0,0,M
1892-01-02,14,-6,0,0,M
1892-01-03,21,0,0,0,M
1892-01-04,30,18,0,0,M
1892-01-05,24,13,0,0,M
1892-01-06,18,-6,T,T,M
1892-01-07,16,-5,0.03,0.4,M
1892-01-08,12,-5,T,T,M
1892-01-09,8,-12,0,0,M
1892-01-10,7,-9,0,0,M
1892-01-11,15,-4,0,0,M
1892-01-12,9,-10,0,0,M
1892-01-13,17,-8,0,0,M
1892-01-14,8,-12,T,T,M
1892-01-15,-6,-20,T,T,M
1892-01-16,21,-12,0.02,0.2,M
1892-01-17,14,-17,0,0,M
1892-01-18,-2,-20,0,0,M
1892-01-19,0,-25,0,0,M
1892-01-20,31,0,T,T,M
1892-01-21,41,8,0,0,M
1892-01-22,36,12,0,0,M
1892-01-23,41,5,0,0,M
1892-01-24,47,26,0,0,M
1892-01-25,40,28,0,0,M
1892-01-26,28,12,0,0,M
1892-01-27,39,14,0,0,M
1892-01-28,47,34,0,0,M
1892-01-29,41,31,0,0,M
1892-01-30,45,22,0,0,M
1892-01-31,44,33,T,0,M
1892-02-01,39,33,0.45,0,M
1892-02-02,41,28,0.03,0,M
1892-02-03,37,23,0.06,0.5,M
1892-02-04,33,26,T,T,M
1892-02-05,32,20,0,0,M
1892-02-06,35,28,T,T,M
1892-02-07,33,25,0.3,3,M
1892-02-08,27,11,T,T,M
1892-02-09,12,-6,0,0,M
1892-02-10,21,7,0.03,0.5,M
1892-02-11,17,0,0,0,M
1892-02-12,11,-2,0.03,0.5,M
1892-02-13,27,9,T,T,M
1892-02-14,22,-5,0,0,M
1892-02-15,7,-17,0,0,M
